ASIN,Brand Name,GV(Q4 2025 ),Net Ordered Units(Q4 2025 ),Net Receipts (Units)(Q4 2025 ),Total Inventory Units(Q4 2025 ),Net Receipts($)(Q4 2025 ),Product GMS($)(Q4 2025 ),Gross Shipped GMS($)(Q4 2025 ),Net Ordered GMS($)(Q4 2025 ),Deal GMS($)(Q4 2025 ),Net PPM(Q4 2025 )(%),Amzn GV(Q4 2025 ),SoROOS(%)(Q4 2025 )(%),Daily SoRoos%(Q4 2025 )(%),Fill Rate - Sourceable(Q4 2025 )(%),Vendor Confirmation Rate - Sourceable(Q4 2025 )(%),Conversion Rate(Q4 2025 )(%),ASP(Q4 2025 ),CM(Q4 2025 )(%),CP($)(Q4 2025 ),CPPU(Q4 2025 ),PPM(Q4 2025 )(%),CCOGS As A % Of PCOGS(Q4 2025 )(%),CCOGS As A % Of Revenue(Q4 2025 )(%),External Box Price Competitiveness (% Of GV)(Q4 2025 )(%),IDQ Score(Q4 2025 )
B087GMHVNS,Saadet,1,0,0.00,0.00,0.00,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,0
B0CB7T9KRB,Bisconni,97,0,0.00,0.00,0.00,0,0.00,0.00,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,0
B001GPM1TG,AriZona,10,0,0.00,0.00,0.00,0,0,0,0,0.00%,9,100.00%,100.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,100.00%,79.50
B07576C6TL,UNKNOWN,7,0,0.00,0.00,0.00,0,0,0,0,0.00%,5,100.00%,100.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,40.00
B0881MF54K,Colombina,16,0,0.00,0.00,0.00,0,0.00,0.00,0,0.00%,16,100.00%,100.00%,0.00%,50.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,76.90
B07JGXMCJB,Sanwa,20,0,0.00,0.00,0.00,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,0
B087GM5T32,Elvan,4,0,0.00,0.00,0.00,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,0
B01NGYSAAX,UNKNOWN,3,0,0.00,1.00,0.00,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,0
B00EXLP796,Snyder's Of Hanover,0,0,0.00,0.00,0.00,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,80.00
B087GKS2K1,Haiyi Candy,4,0,0.00,0.00,0.00,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,0
B0C9CJ2HRL,Nabil,2,0,0.00,0.00,0.00,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,0
B087GL43MM,Toren,15,0,0.00,0.00,0.00,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,0
B0CGZ11NVX,UNKNOWN,3,0,0.00,1.00,0.00,0,0,0,0,0.00%,3,0.00%,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,72.00
B087GM3TD8,Toren,8,0,0.00,0.00,0.00,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,0
B087GMQGXK,Americandy,6,0,0.00,0.00,0.00,0,0,0,0,0.00%,0,100.00%,100.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,0
B09JL4XSPH,Glebe Farm,7,0,0.00,0.00,0.00,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,0
B0881MC77B,Shahrzad,30,0,0.00,0.00,0.00,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,0
B087GL39RV,Nabil,2,0,0.00,0.00,0.00,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,0
B08M191DM2,India Gate,1,0,0.00,0.00,0.00,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,0
B087GNLVZQ,Elvan,12,0,0.00,1.00,0.00,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,0
B07X8RRS2H,Joico,1,0,0.00,0.00,0.00,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,0
B00L2ZLC86,American Garden,38,0,0.00,0.00,0.00,0,0,0,0,0.00%,0,100.00%,100.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,0
B079P7XWFS,Sugarpova,1,0,0.00,0.00,0.00,0,0,0,0,0.00%,1,100.00%,100.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,0
B00HHP71JY,Lotte,27,-1,0.00,0.00,0.00,0,0.00,-1.38,0,0.00%,25,100.00%,100.00%,0.00%,100.00%,(3.70)%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,77.50
B087GL45KX,Lettle,8,0,0.00,0.00,0.00,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,0
B083LM17Y4,Solen,23,0,0.00,0.00,0.00,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,0
B00D99VUS0,Nature Valley,2,0,0.00,0.00,0.00,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,0
B079JLHDGC,Bazooka,3,0,0.00,0.00,0.00,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,0
B08X6CGJRD,General Mills,7,0,0.00,0.00,0.00,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,0
B07WWFD8K7,Cala,0,0,0.00,1.00,0.00,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,77.50
B01N2NKRK8,Bart,1,0,0.00,0.00,0.00,0,0,0,0,0.00%,1,100.00%,100.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,72.50
B088F8V76F,Freakin' Healthy,1,0,0.00,0.00,0.00,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,0
B00T2ZT9QK,Luke's,3,0,0.00,0.00,0.00,0,0,0,0,0.00%,2,100.00%,100.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,0
B00TJO5VO8,UNKNOWN,21,0,0.00,0.00,0.00,0,0,0,0,0.00%,0,100.00%,100.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,0
B0CS375R72,DIAMOND دايموند,6,0,0.00,0.00,0.00,0,0,0,0,0.00%,2,100.00%,100.00%,96.77%,100.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,0
B08LDHLYC1,Lady Liberty,0,0,0.00,0.00,0.00,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,62.50
B099R85KQW,KLF,1,0,0.00,0.00,0.00,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,84.20
B0DN9HZPYH,Barebells,70,0,0.00,0.00,0.00,0,0.00,0.03,0,0.00%,56,58.57%,58.57%,0.00%,100.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,59.65%,0
B005P0YLIM,Sigma Beauty,2,0,0.00,0.00,0.00,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,0
B07X2J77C9,INDIA GATE,3,0,0.00,0.00,0.00,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,0
B07BBRSLVG,Delicia,1,0,0.00,0.00,0.00,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,0
B087GKRWXB,Masquerade,18,0,0.00,0.00,0.00,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,0
B07HL8YWHR,UNKNOWN,1,0,0.00,0.00,0.00,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,0
B00LVTVNEQ,UNKNOWN,2,0,0.00,0.00,0.00,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,0
B08H3H7GHC,Voda,1,0,0.00,0.00,0.00,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,0
B07WWDR9MF,UNKNOWN,0,0,0.00,1.00,0.00,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,57.70
B09MKR6ZR2,OHO,7,0,0.00,0.00,0.00,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,0
B0941GSHWD,Rhythm 108,2,0,0.00,0.00,0.00,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,0
B0881MJGHY,Signature,4,0,0.00,0.00,0.00,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,0
B0000DI1ZC,Bragg,33,0,0.00,0.00,0.00,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,0
B083VKBHX2,Diamond,6,0,32.00,25.00,280.53,0,0.00,0.00,0,0.00%,6,100.00%,100.00%,70.59%,100.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,100.00%,77.50
B087GJ965W,Cagla,2,0,0.00,0.00,0.00,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,0
B087GNLVYN,Sweet Garden,50,0,0.00,0.00,0.00,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,0
B0BKDX7KHF,Little Freddie,37,-2,0.00,0.00,0.00,0,0.00,-10.83,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,(5.41)%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,0
B09FXBSCP4,Florbu,46,0,0.00,0.00,0.00,0,0,0,0,0.00%,0,100.00%,100.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,0
B01NBN9GZX,UNKNOWN,1,0,0.00,0.00,0.00,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,0
B07PKFSDW8,Joico,15,0,0.00,0.00,0.00,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,0
B08Z5HFVVW,India Gate,2,0,0.00,0.00,0.00,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,0
B087GM7M3C,Orion,19,0,0.00,0.00,0.00,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,0
B082S5F4FZ,Truffino,207,0,0.00,0.00,0.00,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,0
B07CTGSPRT,GM Betty Crocker,4,0,0.00,0.00,0.00,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,0
B07F3MPJ1V,POPCORNERS,1,0,0.00,0.00,0.00,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,0
B08M7F4GB2,Little Freddie,59,-16,0.00,0.00,0.00,0,0.00,-81.06,0,0.00%,8,100.00%,100.00%,0.00%,59.55%,(27.12)%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,0
B0881MF1WC,Elvan,9,0,0.00,0.00,0.00,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,0
B0881N34SF,Elvan,7,0,0.00,1.00,0.00,0,0,0,0,0.00%,6,0.00%,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,73.50
B085FCT3TT,Renuka,41,-1,0.00,0.00,0.00,0,0.00,-8.75,0,0.00%,2,100.00%,100.00%,0.00%,0.00%,(2.44)%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,0
B07X3MPWNK,INDIA GATE,58,0,0.00,0.00,0.00,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,0
B0D9Y2XK4K,IPRO,4,0,0.00,0.00,0.00,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,0
B083LMCCFT,Joico,14,0,0.00,0.00,0.00,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,0
B09KBC8DSV,UNKNOWN,6,0,0.00,0.00,0.00,0,0,0,0,0.00%,6,100.00%,100.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,66.50
B087GMDHWH,Saadet,3,0,0.00,0.00,0.00,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,0
B01M9DB9FB,Cala,0,0,0.00,1.00,0.00,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,62.50
B086X2YWND,Ulker,7,0,0.00,0.00,0.00,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,0
B07WWFJQCH,Cala,0,0,0.00,1.00,0.00,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,57.50
B0BC9YGJF9,Cream of Wheat,8,0,0.00,0.00,0.00,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,0
B0881MF54W,Elvan,22,0,0.00,0.00,0.00,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,0
B087GMQPN6,Nabil,56,0,0.00,0.00,0.00,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,0
B07YHYCV5W,UNKNOWN,7,0,0.00,1.00,0.00,0,0,0,0,0.00%,6,0.00%,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,78.10
B086X3769R,Ulker,4,0,0.00,0.00,0.00,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,0
B08LDHDFTM,Lady Liberty,1,0,0.00,0.00,0.00,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,0
B087GKLJNM,Won Ki Sam,7,0,0.00,0.00,0.00,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,0
B08FV2FS62,UNKNOWN,4,2,0.00,0.00,0.00,0,0.00,23.59,0,0.00%,4,75.00%,75.00%,0.00%,0.00%,50.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,74.50
B00MULQ966,UNKNOWN,23,0,0.00,0.00,0.00,0,0,0,0,0.00%,0,100.00%,100.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,0
B087GJMN6Y,Quanwang,4,0,0.00,0.00,0.00,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,0
B010R48S3Y,Gerber,38,0,0.00,0.00,0.00,0,0,0,0,0.00%,0,100.00%,100.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,0
B08L4P9W66,Lady Liberty,2,0,0.00,0.00,0.00,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,0
B00C0O4RG2,UNKNOWN,6,0,0.00,0.00,0.00,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,0
B09487QCLR,Sheild Strong,10,0,0.00,2.00,0.00,0,0,0,0,0.00%,10,0.00%,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,74.10
B0881MNC3F,Cihan,3,0,0.00,1.00,0.00,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,0
B09TQ1QMCK,[DO NOT EDIT THIS CODE!!] 仮コード JP HL (変更処理はしないでください！。変更する場合はHL ROIに連絡ください),9,0,0.00,0.00,0.00,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,0
B00185OJTY,UNKNOWN,7,0,0.00,0.00,0.00,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,0
B000VDUK7Y,Chex,28,0,0.00,0.00,0.00,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,0
B08M193SHK,Nur Jahan,55,0,0.00,0.00,0.00,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,0
B08FV125BK,UNKNOWN,4,0,0.00,0.00,0.00,0,0.00,0.00,0,0.00%,4,100.00%,100.00%,0.00%,100.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,79.50
B0BB3G6HQS,IPRO,11,0,0.00,0.00,0.00,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,0
B0881MQFDG,Cicikek,2,0,0.00,0.00,0.00,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,0
B087GMRBR1,Alattar,175,0,0.00,0.00,0.00,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,0
B07P8B4D65,UNKNOWN,10,0,0.00,0.00,0.00,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,0
B08HLT2H7Y,Duck & Dry,4,0,0.00,7.00,0.00,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,0
B087GL46CW,Casa Del Dolce,13,0,0.00,0.00,0.00,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,0
B01LWJ2AUO,A.1.,1,0,0.00,0.00,0.00,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,0
B07NF85QFJ,UNKNOWN,41,0,0.00,0.00,0.00,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,0
B087GKX9FC,Canel's,152,0,0.00,0.00,0.00,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,0
B08FRG3ZJM,UNKNOWN,1,0,0.00,0.00,0.00,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,0
B0881MC1TL,Eti,6,0,0.00,0.00,0.00,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,0
B07PJ71L4V,Coroli,38,0,0.00,0.00,0.00,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,0
B085V4LHMN,Lady Liberty,1,0,0.00,0.00,0.00,0,0,0,0,0.00%,1,100.00%,100.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,60.90
B00060YV9K,Chex Mix,17,0,0.00,0.00,0.00,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,0
B0CB7VVFS7,Bisconni,0,-1,0.00,0.00,0.00,0,0.00,0.00,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,0
B087GMFTZB,UNKNOWN,2,0,0.00,0.00,0.00,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,0
B01GE7BEPC,Gerber,50,0,0.00,0.00,0.00,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,0
B087GMQ5P5,Cagla,11,0,0.00,0.00,0.00,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,0
B00DYQ7CCG,Amoy,0,0,0.00,0.00,0.00,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,70.00
B087GJHC5R,Won Ki Sam,11,0,0.00,0.00,0.00,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,0
B001O8PT1W,UNKNOWN,2,0,0.00,0.00,0.00,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,0
B0DH4S4CJQ,Staycool,0,0,0.00,10.00,0.00,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,0
B0968R95PZ,Solen,6,0,0.00,0.00,0.00,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,0
B0B5B7ZQ7K,UNKNOWN,0,0,0.00,1.00,0.00,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,72.50
B087GL43NV,Rico,1,0,0.00,0.00,0.00,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,0
B0968QTK5F,Solen,19,0,0.00,0.00,0.00,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,0
B010R49K68,Gerber,40,0,0.00,0.00,0.00,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,0
B087GKJ2MS,Nutcity,1,0,0.00,0.00,0.00,0,0,0,0,0.00%,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00,0.00%,0,0.00,0.00%,0.00%,0.00%,0.00%,0
