ASIN,Brand Name,GV(Week 1 ),Net Ordered Units(Week 1 ),Net Receipts (Units)(Week 1 ),Total Inventory Units(Week 1 ),Net Receipts($)(Week 1 ),Product GMS($)(Week 1 ),Gross Shipped GMS($)(Week 1 ),Net Ordered GMS($)(Week 1 ),Deal GMS($)(Week 1 ),Net PPM(Week 1 )(%),Amzn GV(Week 1 ),SoROOS(%)(Week 1 )(%),Daily SoRoos%(Week 1 )(%),Fill Rate - Sourceable(Week 1 )(%),Vendor Confirmation Rate - Sourceable(Week 1 )(%),Conversion Rate(Week 1 )(%),ASP(Week 1 ),CM(Week 1 )(%),CP($)(Week 1 ),CPPU(Week 1 ),PPM(Week 1 )(%),CCOGS As A % Of PCOGS(Week 1 )(%),CCOGS As A % Of Revenue(Week 1 )(%),External Box Price Competitiveness (% Of GV)(Week 1 )(%),IDQ Score(Week 1 )
B000WHS8M8,Gerber,36,9,12,3,69.23,65.34,64.89,49.68,0,19.13%,32,25.00%,25.00%,0.00%,0.00%,25.00%,5.45,-4.30%,-2.87,-0.24,-5.95%,25.25%,26.75%,83.87%,80.7
B0DT61H872,TATA GLOBAL BEVeRAGES,182,12,0,491,0,64.92,63.57,63.6,0,29.59%,170,0.00%,0.00%,100.00%,100.00%,6.59%,5.41,-6.28%,-4.1,-0.34,18.72%,15.92%,12.94%,0.00%,63.5
B003ZZABKG,Fruit Roll-Ups,63,8,17,13,74.05,62.07,62.07,40.9,0,34.30%,62,61.90%,61.90%,0.00%,40.00%,12.70%,5.17,-17.67%,-8.73,-0.73,15.46%,22.28%,18.84%,87.10%,89.2
B087GN5BKJ,Majami,13,24,0,19,0,61.74,60.45,62.86,0,25.42%,12,0.00%,0.00%,0.00%,0.00%,184.62%,2.68,-2.47%,-1.53,-0.07,9.13%,23.00%,20.90%,0.00%,62.5
B07P9J3YDB,La Molisana,20,21,0,179,0,61.63,55.96,55.87,0,22.99%,19,0.00%,0.00%,0.00%,0.00%,105.00%,2.93,-18.34%,-10.57,-0.5,9.09%,27.73%,25.21%,0.00%,92
B083VL3R3L,Tetley,42,14,0,18,0,61.51,61.51,50.66,0,-30.73%,42,0.00%,0.00%,100.00%,100.00%,33.33%,3.62,-93.88%,-49.37,-2.9,-46.73%,10.90%,16.00%,80.00%,98.5
B0F331Z81L,Barebells,20,2,0,47,0,59.09,59.09,59.09,0,37.64%,20,0.00%,0.00%,0.00%,0.00%,10.00%,29.54,26.08%,15.64,7.82,17.41%,24.50%,20.24%,0.00%,76.9
B00HXHBC14,JULIE'S,23,20,0,118,0,59.07,55.66,45.8,0,17.13%,22,0.00%,0.00%,0.00%,100.00%,86.96%,2.36,-31.33%,-18.63,-0.75,-3.71%,25.66%,26.61%,50.00%,81.7
B07P68FH59,American Garden,78,33,12,65,28.72,58.96,56.86,59.77,0,-5.83%,74,0.00%,0.00%,100.00%,100.00%,42.31%,1.9,-69.82%,-41.08,-1.33,-25.81%,18.50%,23.28%,41.67%,93.7
B083VKDQ3P,TATA,69,19,42,570,126.24,58.23,58.25,61.49,0,21.03%,66,0.00%,0.00%,97.32%,100.00%,27.54%,3.24,-42.36%,-23.93,-1.33,7.10%,15.92%,14.79%,37.31%,100
B00L2ZL0YW,American Garden,45,20,0,24,0,57.88,55.9,51.93,0,-3.49%,37,0.00%,0.00%,81.82%,100.00%,44.44%,2.76,-71.18%,-40.09,-1.91,-22.79%,18.50%,22.72%,85.19%,97
B084PTX8XP,American Garden,64,10,0,46,0,57.31,56.19,56.19,0,18.41%,62,0.00%,0.00%,100.00%,100.00%,15.63%,5.73,-17.53%,-10.34,-1.03,2.28%,18.50%,18.08%,100.00%,94.5
B00L2ZKHOG,American Garden,89,15,0,9,0,56.38,56.38,84.59,0,25.78%,85,19.10%,19.10%,0.00%,0.00%,16.85%,5.64,-13.39%,-7.99,-0.8,8.93%,18.50%,16.85%,63.86%,83
B08H8VT4JB,Mr Makhana,6,23,0,49,0,56.04,40.26,40.27,0,38.58%,6,0.00%,0.00%,51.92%,100.00%,383.33%,2.44,-3.27%,-1.41,-0.06,0.00%,76.00%,76.00%,0.00%,83.2
B004ZK343G,ROCA,25,9,60,115,326.7,55.87,57.16,57.69,0,78.95%,25,0.00%,0.00%,100.00%,100.00%,36.00%,6.21,44.32%,25.63,2.85,12.28%,76.00%,66.67%,0.00%,70.5
B0881MS1FD,Americandy,29,20,0,444,0,55.33,53.02,59.17,0,25.85%,29,0.00%,0.00%,51.28%,100.00%,68.97%,3.07,0.49%,0.27,0.01,9.12%,23.00%,20.90%,0.00%,87.5
B083VKML26,Tetley,34,16,0,45,0,54.27,46.65,50.28,0,-44.74%,34,0.00%,0.00%,0.00%,0.00%,47.06%,3.62,-126.91%,-52.15,-3.48,-46.73%,10.92%,16.03%,78.79%,86
B002R1IWBO,The Jelly Bean Factory,20,5,0,10,0,53.61,53.61,27.78,0,35.00%,20,0.00%,0.00%,0.00%,100.00%,25.00%,4.87,1.94%,1.08,0.1,15.59%,23.00%,19.42%,55.00%,75
B0CB84DSJZ,Candyland,51,28,195,473,252.71,52.41,51.13,42.23,0,66.02%,51,0.00%,0.00%,78.37%,100.00%,54.90%,1.5,-18.79%,-9.87,-0.28,13.45%,73.83%,63.90%,0.00%,85
B07XC1MX74,Suntop,67,15,16,52,44.82,51.32,49.35,43.25,0,12.10%,65,34.33%,34.33%,21.05%,100.00%,22.39%,3.02,-42.51%,-22.41,-1.32,7.20%,9.41%,8.73%,72.09%,84.5
B083VKXLY4,American Garden,108,9,0,58,0,51.21,48.93,48.95,0,15.34%,108,0.00%,0.00%,0.00%,0.00%,8.33%,5.69,-22.17%,-11.13,-1.24,1.58%,18.50%,18.21%,14.56%,94.5
B0735DQN34,Ching's Secret,37,19,0,56,0,51.01,49.78,45.32,0,31.81%,35,0.00%,0.00%,0.00%,100.00%,51.35%,2.43,-43.86%,-23.55,-1.12,21.77%,15.91%,12.45%,75.00%,96.7
B01L1DRDKO,UNKNOWN,44,18,228,772,635.63,50.68,47.72,50.7,0,17.94%,40,0.00%,0.00%,96.33%,100.00%,40.91%,2.98,-34.93%,-17.71,-1.04,6.48%,18.50%,17.30%,60.98%,97
B00L2ZKNL8,American Garden,12,12,2,57,8.17,49.63,47.41,47.43,0,15.88%,11,0.00%,0.00%,0.00%,0.00%,100.00%,4.14,-20.98%,-10.44,-0.87,1.25%,18.50%,18.27%,72.73%,98.3
B081LFPWRP,Mr Makhana,37,44,38,669,40.87,48.9,46.11,44.64,0,69.37%,34,0.00%,0.00%,100.00%,100.00%,118.92%,1.06,5.59%,2.76,0.06,-1.17%,76.00%,76.89%,0.00%,78.2
B001QBX8BU,Tetley,15,13,0,64,0,48.77,48.77,48.79,0,40.65%,14,0.00%,0.00%,0.00%,100.00%,86.67%,3.75,-9.69%,-5.03,-0.39,33.38%,10.92%,7.27%,0.00%,97
B01L1DQPMG,American Garden,153,14,18,6,66.99,48.22,46.82,54.7,0,21.61%,136,43.14%,43.14%,0.00%,0.00%,9.15%,4.02,-18.07%,-8.82,-0.73,7.38%,18.50%,17.13%,74.63%,92.5
B09BN5R4MX,Palazi,170,11,0,129,0,47.77,49.41,49.4,0,29.09%,167,0.00%,0.00%,0.00%,100.00%,6.47%,4.34,-12.68%,-6.65,-0.6,9.09%,23.00%,20.91%,100.00%,82.5
B07CX3FHMB,General Mills,5,4,21,18,230.18,47.71,47.71,47.71,0,35.91%,5,20.00%,20.00%,0.00%,0.00%,80.00%,11.93,16.51%,8.02,2.01,8.11%,30.25%,27.80%,0.00%,94.5
B087GJVRX3,Maikom,22,4,0,38,0,46.99,45.58,37.12,0,27.62%,22,0.00%,0.00%,0.00%,100.00%,18.18%,9.4,-5.36%,-2.56,-0.51,7.30%,25.16%,23.33%,57.14%,81
B091VRT6S1,American Garden,10,6,24,51,173.61,46.59,45.03,45.03,0,20.74%,10,0.00%,0.00%,100.00%,100.00%,60.00%,7.76,-10.40%,-4.88,-0.81,6.84%,18.50%,17.24%,30.00%,100
B0881M44V2,Cici,27,4,0,115,0,45.1,41.17,33.05,0,34.40%,26,0.00%,0.00%,9.68%,100.00%,14.81%,9.02,6.07%,2.61,0.52,20.92%,28.05%,22.19%,73.08%,98.2
B0749NNYF5,Ching's Secret,64,19,2,102,3.8,41.85,39.77,39.82,0,22.47%,63,0.00%,0.00%,64.58%,100.00%,29.69%,2.2,-37.92%,-15.83,-0.83,13.72%,15.91%,13.73%,22.22%,84.2
B08M7G4T62,Little Freddie,11,15,0,74,0,41.74,39.95,42.63,0,30.12%,11,0.00%,0.00%,0.00%,100.00%,136.36%,2.98,3.92%,1.61,0.11,14.79%,23.00%,19.60%,63.64%,80.5
B07NF942SP,American Garden,34,14,89,262,259.51,41.74,40.83,40.83,0,18.11%,0,0.00%,0.00%,100.00%,100.00%,41.18%,2.98,-673.21%,-30.32,-2.17,2.19%,18.50%,18.09%,100.00%,89.4
B07XC1PZCT,Suntop,38,27,2,25,5.6,40.82,42.11,53.78,0,-29.71%,36,10.53%,10.53%,7.04%,100.00%,71.05%,1.94,-93.67%,-43.48,-2.07,-44.12%,10.00%,14.41%,48.39%,86
B087GLG43J,Stone Chocolate,99,6,0,5,0,40.25,38.64,48.31,0,30.00%,89,90.91%,90.91%,28.05%,100.00%,6.06%,8.05,-5.47%,-2.18,-0.44,9.10%,27.40%,24.91%,0.00%,80.9
B0CV7L34ZX,Zeeba,9,1,0,9,0,38.97,38.97,38.97,0,37.40%,9,0.00%,0.00%,0.00%,0.00%,11.11%,38.97,22.49%,8.86,8.86,18.69%,23.00%,18.70%,0.00%,76.9
B07NF7LF35,American Garden,95,19,21,77,41.68,38.52,36.66,38.71,0,19.58%,94,1.05%,1.05%,84.21%,100.00%,20.00%,2.14,-43.42%,-14.73,-0.82,7.25%,18.50%,17.16%,16.85%,93
B004GP00PU,American Garden,79,10,0,76,0,37.6,37.03,37.05,0,25.89%,72,16.46%,16.46%,83.78%,100.00%,12.66%,3.76,-23.17%,-8.94,-0.89,10.93%,18.50%,16.48%,62.32%,90
B07PHYKW9T,American Garden,49,8,0,54,0,37.2,36.53,41.59,0,10.57%,47,0.00%,0.00%,0.00%,0.00%,16.33%,5.31,-20.40%,-7.65,-1.09,-5.38%,18.50%,19.50%,26.09%,94.5
B0CHFBWR8F,Costa dÓro,28,3,0,0,0,37.06,34.59,37.06,0,29.99%,25,100.00%,100.00%,33.33%,100.00%,10.71%,12.35,11.93%,4.25,1.42,9.08%,30.33%,27.58%,0.00%,81.7
B01CEHAE20,American Garden,107,13,0,137,0,37.02,36.55,39.63,0,20.12%,99,0.00%,0.00%,100.00%,100.00%,12.15%,3.08,-47.74%,-19.49,-1.62,3.53%,18.50%,17.85%,35.42%,90
B0B82VB5VL,Mr Makhana,4,18,28,74,68.23,36.96,35.84,42.5,0,73.24%,4,0.00%,0.00%,67.65%,100.00%,450.00%,2.46,31.43%,11.76,0.78,1.10%,76.00%,75.16%,0.00%,78.2
B083VKDMN1,TATA,13,4,0,7,0,35.94,35.94,35.95,0,-39.41%,13,0.00%,0.00%,0.00%,0.00%,30.77%,8.98,-63.56%,-23.13,-5.78,-65.85%,15.94%,26.43%,0.00%,100
B00L2ZKROQ,American Garden,85,11,0,135,0,35.67,33.87,37.43,0,18.56%,80,0.00%,0.00%,100.00%,45.45%,12.94%,3.57,-51.58%,-19.83,-1.98,5.11%,18.50%,17.55%,32.47%,98.3
B08HLT86PF,Duck & Dry,4,2,0,0,0,35.34,35.34,35.34,0,79.66%,4,0.00%,0.00%,0.00%,0.00%,50.00%,17.67,66.42%,23.46,11.73,15.25%,76.00%,64.41%,0.00%,87.5
B003XXD1O8,Gerber,15,7,138,87,835.95,35.2,35.85,35.88,0,9.95%,14,0.00%,0.00%,0.00%,0.00%,46.67%,5.03,-33.59%,-10.7,-1.53,-20.47%,25.25%,30.42%,53.85%,76.2
B00N8J1P90,La Molisana,27,8,0,72,0,35.12,33.6,37.64,0,17.66%,27,0.00%,0.00%,0.00%,0.00%,29.63%,5.02,-14.12%,-4.89,-0.7,-3.09%,23.00%,23.71%,0.00%,74.5
B08RYXXH9T,Pigeon,34,8,0,52,0,35.02,39.69,39.71,0,1.87%,34,0.00%,0.00%,0.00%,0.00%,23.53%,4.38,-6.94%,-2.84,-0.36,-6.66%,8.00%,8.53%,70.59%,94.5
B00FHD9Y5W,Chings Secret,54,18,85,566,245.76,34.99,37.45,23.86,0,-78.24%,0,0.00%,0.00%,0.00%,0.00%,33.33%,1.3,-121.83%,-51.24,-1.9,-110.76%,15.61%,32.89%,84.00%,91
B083VKQWPQ,American Garden,18,7,0,30,0,34.14,33.85,39.01,0,9.85%,14,0.00%,0.00%,100.00%,100.00%,38.89%,5.69,-51.49%,-15.24,-2.54,1.58%,9.25%,9.10%,64.29%,93
B087GL7DGL,Rico,26,7,0,264,0,34.04,34.04,34.04,0,31.02%,26,0.00%,0.00%,0.00%,100.00%,26.92%,4.86,-15.41%,-5.55,-0.79,10.41%,23.00%,20.60%,34.62%,70
B0B3S4KRWW,Rhythm 108,4,6,0,22,0,33.6,33.69,33.69,0,26.67%,4,0.00%,0.00%,0.00%,0.00%,150.00%,5.6,12.28%,4.2,0.7,9.09%,23.00%,20.91%,0.00%,86
B0CJLQR2WX,Ulker,41,7,0,186,0,33.58,32.13,32.14,0,30.14%,41,0.00%,0.00%,100.00%,100.00%,17.07%,4.8,3.30%,1.08,0.15,14.87%,23.00%,19.58%,23.08%,75.8
B083VK72KB,TATA,8,6,0,3,0,33.45,32.87,32.9,0,-25.07%,8,0.00%,0.00%,0.00%,0.00%,75.00%,5.58,-61.27%,-21.36,-3.56,-48.58%,15.92%,23.65%,75.00%,100
B0DWXBKCLF,QMINC,37,6,12,12,123.49,32.67,32.67,65.37,0,26.76%,30,37.84%,37.84%,56.14%,100.00%,16.22%,10.89,6.56%,2.2,0.73,5.50%,22.50%,21.26%,0.00%,81.5
B08WGZ69SV,ROCA,27,5,40,44,167.49,32.59,32.59,23.29,0,78.41%,27,0.00%,0.00%,100.00%,100.00%,18.52%,4.66,33.81%,11.53,1.65,10.06%,76.00%,68.36%,44.44%,75
B07W49873M,Natures Choice,25,31,0,25,0,31.8,30.52,28.65,0,30.86%,25,0.00%,0.00%,100.00%,100.00%,124.00%,0.96,-76.95%,-25.94,-0.79,16.67%,23.50%,19.58%,0.00%,83.7
B00L28DEWA,American Garden,42,11,117,249,326.18,31.77,31.29,34.47,0,26.97%,38,30.95%,30.95%,100.00%,100.00%,26.19%,3.18,-30.40%,-10.52,-1.05,12.25%,18.50%,16.23%,83.33%,94
B07P76G5DQ,American Classic,70,12,0,2,0,31.72,30.65,30.65,0,21.09%,62,11.43%,11.43%,0.00%,0.00%,17.14%,2.64,-29.74%,-9.76,-0.81,7.31%,18.50%,17.15%,20.97%,90
B0B82XMNC5,Mr Makhana,23,26,24,469,25.81,31.7,29.25,26.18,0,68.64%,23,0.00%,0.00%,92.93%,100.00%,113.04%,1.09,24.38%,7.48,0.26,1.63%,76.00%,74.76%,20.00%,68.2
B0B4QY2SNX,Orion,14,8,0,55,0,31.65,27.39,27.38,0,24.20%,14,0.00%,0.00%,28.85%,100.00%,57.14%,3.96,-14.63%,-4.2,-0.52,17.41%,24.52%,20.25%,0.00%,80.4
B07NF6MPF7,American Garden,11,16,0,48,0,31.1,30.52,30.52,0,24.73%,11,0.00%,0.00%,100.00%,100.00%,145.45%,1.94,-33.91%,-10.92,-0.68,9.94%,18.50%,16.66%,72.73%,96.7
B087GM5T2G,Elvan,31,4,0,141,0,31.09,27.84,22.24,0,23.58%,29,0.00%,0.00%,15.73%,100.00%,12.90%,6.22,-6.38%,-1.87,-0.37,11.73%,25.27%,22.31%,41.38%,85.7
B091VQS1Q5,American Garden,12,4,12,62,86.81,31.06,31.06,31.06,0,24.07%,11,0.00%,0.00%,100.00%,100.00%,33.33%,7.76,-17.05%,-5.5,-1.38,6.84%,18.50%,17.24%,36.36%,100
B00PS0JZI0,JULIE'S,17,19,0,5,0,30.97,30.2,47.35,0,16.27%,16,11.76%,11.76%,9.17%,81.95%,111.76%,2.58,-31.08%,-9.87,-0.82,-5.49%,23.00%,24.26%,93.33%,65
B087GL49FM,Erko,43,10,0,92,0,30.38,30,36.84,0,37.82%,43,0.00%,0.00%,0.00%,100.00%,23.26%,3.8,6.10%,1.91,0.24,23.73%,20.13%,15.35%,100.00%,72.5
B07NF9H25V,Palazi,66,4,0,73,0,30.37,34.51,34.51,0,44.33%,64,0.00%,0.00%,0.00%,100.00%,6.06%,7.59,22.38%,7.82,1.96,27.70%,23.00%,16.63%,63.93%,62.5
B004PELWAY,Gerber,11,6,24,1,138.46,30.33,30.33,30.33,0,14.70%,10,9.09%,9.09%,0.00%,0.00%,54.55%,5.06,-11.99%,-3.79,-0.63,-14.11%,25.25%,28.81%,100.00%,80
B0D2P5HXT1,Tata Soulfull,50,7,0,60,0,29.66,28.61,24.9,0,4.03%,50,0.00%,0.00%,95.56%,100.00%,14.00%,3.71,-46.67%,-14.35,-1.79,-12.63%,15.91%,17.92%,67.86%,70
B00Q8Y3CIY,Elvan,40,7,0,157,0,29.56,28.32,28.32,0,31.06%,39,0.00%,0.00%,0.00%,100.00%,17.50%,4.22,-5.70%,-1.74,-0.25,12.96%,23.00%,20.02%,100.00%,78
B0B8GMD5W2,Kannan Devan,34,6,0,252,0,28.93,24.91,24.91,0,6.75%,30,0.00%,0.00%,0.00%,0.00%,17.65%,4.82,-15.50%,-3.92,-0.65,5.65%,15.89%,15.00%,29.17%,82.5
B083VK1XBB,American Garden,7,3,0,2,0,28.82,28.49,20.52,0,-1.33%,6,0.00%,0.00%,100.00%,100.00%,42.86%,7.21,-41.69%,-12.68,-3.17,-22.92%,18.50%,22.74%,100.00%,97
B083VKGY29,Tata,16,7,2,40,6.01,28.73,27.64,24.04,0,25.83%,14,0.00%,0.00%,64.00%,100.00%,43.75%,3.59,12.68%,3.65,0.46,16.30%,15.93%,13.33%,36.36%,100
B007F1MO42,General Mills,14,3,12,8,105.13,28.7,27.26,27.26,0,32.65%,14,35.71%,35.71%,0.00%,0.00%,21.43%,9.57,13.10%,3.64,1.21,8.42%,31.92%,29.23%,77.78%,94.5
B087GL45MC,Orion,44,4,0,68,0,28.63,26.22,26.26,0,26.73%,44,0.00%,0.00%,0.00%,100.00%,9.09%,7.16,-14.03%,-3.76,-0.94,12.51%,25.86%,22.62%,100.00%,62.5
B001AS8QPC,General Mills,4,4,12,7,87.92,28.52,27.81,28.54,0,20.69%,3,25.00%,25.00%,0.00%,0.00%,100.00%,7.13,-6.73%,-1.91,-0.48,-2.75%,25.25%,25.94%,33.33%,93.5
B0969XWR2J,Bazooka,7,1,0,2,0,28.26,28.26,28.26,0,42.52%,7,0.00%,0.00%,100.00%,100.00%,14.29%,28.26,34.25%,9.74,9.74,25.34%,23.00%,17.17%,100.00%,82.5
B0847NQFB6,Al Osra,49,15,34,154,43.97,28.23,27.5,25.83,0,34.64%,49,0.00%,0.00%,100.00%,100.00%,30.61%,1.76,-45.40%,-11.73,-0.73,26.70%,15.92%,11.67%,0.00%,92.9
B07NF7RVX6,L.B. Maple,8,4,0,24,0,28.18,23.59,32.07,0,9.25%,8,0.00%,0.00%,100.00%,100.00%,50.00%,9.39,-13.42%,-3.19,-1.06,4.17%,22.29%,21.36%,0.00%,68.5
B00A20QR8M,UNKNOWN,34,9,0,116,0,28.01,26.77,26.77,0,78.78%,34,0.00%,0.00%,0.00%,0.00%,26.47%,3.11,64.00%,17.12,1.9,30.01%,76.00%,53.19%,0.00%,79.5
B00L2ZKQ92,American Garden,3,6,0,1,0,28,26.6,26.6,0,16.54%,3,0.00%,0.00%,0.00%,0.00%,200.00%,4.67,-32.44%,-6.7,-1.12,3.73%,18.50%,17.81%,66.67%,98.3
B00L2ZL28G,American Garden,41,5,0,17,0,27.88,25.12,25.13,0,15.94%,41,0.00%,0.00%,100.00%,100.00%,12.20%,5.58,-8.96%,-2.31,-0.46,8.98%,18.50%,16.84%,48.72%,94.2
B00AVHTBUC,Lago,214,10,0,110,0,27.88,26.63,26.63,0,24.10%,210,0.00%,0.00%,7.69%,100.00%,4.67%,2.79,-4.57%,-1.26,-0.13,7.23%,23.00%,21.34%,37.62%,94.2
B00PCCR1FI,India Gate,112,5,0,11,0,27.67,27.08,19.57,0,26.81%,103,33.04%,33.04%,0.00%,0.00%,4.46%,3.95,-27.23%,-7.97,-1.14,27.69%,1.75%,1.26%,67.06%,68.7
B0058MKHIU,TILDA,13,8,0,32,0,27.55,25.52,25.52,0,21.77%,13,0.00%,0.00%,100.00%,30.30%,61.54%,3.44,-11.10%,-2.9,-0.36,13.04%,18.50%,16.09%,0.00%,83.7
B0791L9TZJ,Namakin,22,7,0,45,0,27.14,27.69,27.71,0,14.63%,18,0.00%,0.00%,57.50%,100.00%,31.82%,3.88,-153.83%,-20.22,-2.89,-3.58%,23.00%,23.82%,35.71%,76.2
B0B82W6X9R,Mr Makhana,11,22,62,808,66.67,26.88,25.26,22.2,0,68.36%,11,0.00%,0.00%,100.00%,100.00%,200.00%,1.08,-41.94%,-11.57,-0.46,0.00%,76.00%,76.00%,0.00%,78.2
B07NF5Y85R,American Garden,35,7,24,34,74.23,26.86,26.18,22.84,0,22.40%,32,0.00%,0.00%,0.00%,0.00%,20.00%,3.36,-34.88%,-8.47,-1.06,7.87%,18.50%,17.04%,37.93%,76.9
B00CAUAAWG,Gerber,17,4,78,50,449.99,25.86,20.43,15.27,0,10.00%,17,0.00%,0.00%,0.00%,0.00%,23.53%,5.17,-12.80%,-3.29,-0.66,-11.53%,20.20%,22.53%,87.50%,93.2
B0C62CMRMF,TATA,58,4,0,57,0,25.41,24.73,24.74,0,21.48%,48,0.00%,0.00%,24.36%,100.00%,6.90%,6.35,-28.06%,-6.3,-1.57,6.86%,15.93%,14.84%,70.97%,100
B001EQ4H1M,UNKNOWN,7,3,0,11,0,25.28,26.57,26.57,0,25.23%,7,0.00%,0.00%,0.00%,0.00%,42.86%,8.43,-10.99%,-3.03,-1.01,-0.03%,25.25%,25.26%,0.00%,78.7
B083VKCGWQ,American Garden,4,6,0,0,0,25.12,25.12,25.12,0,29.58%,3,0.00%,0.00%,100.00%,100.00%,150.00%,4.19,1.63%,0.43,0.07,13.59%,18.50%,15.99%,0.00%,92.5
B07NCJ2179,Bazooka,2,1,0,3,0,24.63,24.63,24.63,0,19.15%,2,0.00%,0.00%,0.00%,0.00%,50.00%,24.63,11.41%,2.82,2.82,-5.00%,23.00%,24.15%,100.00%,95
B08H6KK3XK,Mr Makhana,10,9,7,1,17.06,24.37,23.14,20.83,0,70.98%,10,80.00%,80.00%,77.33%,100.00%,90.00%,2.44,0.25%,0.06,0.01,0.00%,76.00%,76.00%,0.00%,78.2
B075CSS7NV,Rhythm 108,5,5,0,40,0,24.04,24.16,24.19,0,25.26%,5,0.00%,0.00%,50.00%,100.00%,100.00%,4.81,5.18%,1.25,0.25,5.55%,23.00%,21.72%,0.00%,80.8
B07DXVR84H,La Molisana,8,7,0,98,0,23.88,22.31,25.68,0,41.28%,8,0.00%,0.00%,27.69%,100.00%,87.50%,3.98,-7.13%,-1.4,-0.23,28.18%,27.38%,19.66%,37.50%,78.5
B0DG2699HM,Schogetten,6,9,0,42,0,22.93,21.91,21.91,0,75.00%,6,0.00%,0.00%,0.00%,0.00%,150.00%,2.55,53.99%,11.82,1.31,14.53%,76.00%,64.96%,0.00%,74.5
B015NC6YO0,The Jelly Bean Factory,4,0,0,0,0,22.46,20.21,0,0,25.52%,4,100.00%,100.00%,0.00%,100.00%,0.00%,22.46,7.18%,1.49,1.49,3.27%,33.34%,32.25%,0.00%,85.7
B07NF773RN,Namakin,13,5,0,7,0,22.18,21.73,21.74,0,37.25%,13,0.00%,0.00%,0.00%,0.00%,38.46%,4.44,-35.86%,-8.38,-1.68,21.12%,23.00%,18.14%,23.08%,66.2
B0DH4RTBZX,Staycool,6,4,5,8,23.14,22.03,22.03,22.03,0,79.83%,6,0.00%,0.00%,100.00%,100.00%,66.67%,5.51,51.81%,11.59,2.9,15.97%,76.00%,63.87%,0.00%,47.5
B00GB8Y30S,Ching's Secret,37,10,0,88,0,22.03,20.93,21.04,0,21.10%,33,0.00%,0.00%,0.00%,100.00%,27.03%,2.2,-43.21%,-9.57,-0.96,13.72%,14.32%,12.36%,50.00%,74.2
B0FLJH5G4D,DIAMOND دايموند,6,1,0,1,0,21.29,21.29,21.3,0,22.54%,6,0.00%,0.00%,33.33%,100.00%,16.67%,21.29,8.15%,1.76,1.76,13.04%,10.92%,9.49%,0.00%,71.9
B07NHR4TZG,La Molisana,6,3,0,211,0,21.04,19.72,15,0,48.02%,6,0.00%,0.00%,0.00%,100.00%,50.00%,5.26,23.47%,4.72,1.18,37.37%,26.99%,16.90%,50.00%,97
B07G9D3B8F,TILDA,38,8,0,132,0,20.93,19.64,33.17,16,18.06%,37,0.00%,0.00%,100.00%,100.00%,21.05%,4.19,-12.45%,-2.51,-0.5,-13.93%,33.50%,38.17%,43.24%,83.7
B0CD87PVQV,Rhythm 108,9,3,0,32,0,20.89,18.8,15.67,0,33.04%,9,66.67%,66.67%,0.00%,100.00%,33.33%,5.22,14.40%,2.78,0.7,13.03%,34.48%,29.99%,0.00%,85.8
B007RYU6VA,Gerber,6,3,6,2,36.35,20.71,22.01,22.01,0,34.42%,5,50.00%,50.00%,0.00%,0.00%,50.00%,6.9,1.92%,0.43,0.14,12.26%,25.25%,22.15%,0.00%,77
B0C2VKC6KW,MARTINELLI'S,14,4,0,2,0,20.69,20.43,20.43,0,39.26%,14,0.00%,0.00%,0.00%,0.00%,28.57%,5.17,-5.75%,-1.26,-0.31,6.32%,36.50%,34.19%,78.57%,78
B0CB89CDSW,Candyland,3,3,0,56,0,20.53,20.02,29.26,0,75.68%,3,0.00%,0.00%,0.00%,0.00%,100.00%,10.27,57.22%,11.74,5.87,9.07%,76.00%,69.11%,0.00%,85
B00A0BDB4G,American Garden,6,9,24,20,48.09,20.51,20.51,20.51,0,28.33%,6,0.00%,0.00%,100.00%,100.00%,150.00%,2.28,-17.82%,-3.75,-0.42,12.07%,18.50%,16.27%,0.00%,82
B083VKDMJ8,American Garden,10,8,7,1,16.98,20.39,20.36,17.46,0,30.72%,10,40.00%,40.00%,87.50%,100.00%,80.00%,2.91,-43.52%,-9.45,-1.35,16.73%,18.50%,15.41%,0.00%,78.7
B07NF59N4D,Namakin,71,8,0,99,0,20.16,20.78,26.81,0,34.25%,70,0.00%,0.00%,44.44%,100.00%,11.27%,3.36,-22.00%,-4.82,-0.8,18.96%,23.00%,18.64%,0.00%,76.2
B00L2ZLGQE,American Garden,83,5,24,151,81.22,20.02,19.82,19.82,0,30.12%,77,0.00%,0.00%,0.00%,0.00%,6.02%,4,-22.90%,-2.8,-0.56,15.48%,18.50%,15.64%,20.00%,90.5
B00L2ZKSWM,American Garden,26,10,1,45,3.56,19.97,19.53,27.66,0,-3.86%,22,0.00%,0.00%,100.00%,100.00%,38.46%,2.85,-60.38%,-12.5,-1.79,-24.71%,18.50%,23.07%,28.57%,98.3
B0847NMVKL,WONDERFUL,3,3,0,0,0,19.84,19.84,19.84,0,23.29%,2,33.33%,33.33%,0.00%,0.00%,100.00%,6.61,3.24%,0.66,0.22,0.37%,23.00%,22.91%,100.00%,80
B09WHVMND3,La Molisana,2,1,0,56,0,19.82,18.66,4.39,0,14.86%,2,0.00%,0.00%,0.00%,100.00%,50.00%,3.96,-25.87%,-4.98,-1,-10.58%,30.25%,33.45%,0.00%,75.5
B00L28CV3S,American Garden,106,3,0,34,0,19.77,20.41,12.92,0,18.65%,102,44.34%,44.34%,100.00%,100.00%,2.83%,3.95,-19.35%,-4.14,-0.83,2.62%,18.50%,18.02%,65.59%,93
