ASIN,Brand Name,List Price($)(11/23/2025-11/30/2025),List Price($)(11/16/2025-11/23/2025),List Price($)(11/09/2025-11/16/2025),List Price($)(11/02/2025-11/09/2025),Product GMS($)(11/23/2025-11/30/2025),Product GMS($)(11/16/2025-11/23/2025),Product GMS($)(11/09/2025-11/16/2025),Product GMS($)(11/02/2025-11/09/2025),ASP(11/23/2025-11/30/2025),ASP(11/16/2025-11/23/2025),ASP(11/09/2025-11/16/2025),ASP(11/02/2025-11/09/2025),CM(11/23/2025-11/30/2025)(%),CM(11/16/2025-11/23/2025)(%),CM(11/09/2025-11/16/2025)(%),CM(11/02/2025-11/09/2025)(%),CP($)(11/23/2025-11/30/2025),CP($)(11/16/2025-11/23/2025),CP($)(11/09/2025-11/16/2025),CP($)(11/02/2025-11/09/2025),Net PPM(11/23/2025-11/30/2025)(%),Net PPM(11/16/2025-11/23/2025)(%),Net PPM(11/09/2025-11/16/2025)(%),Net PPM(11/02/2025-11/09/2025)(%),GV(11/23/2025-11/30/2025),GV(11/16/2025-11/23/2025),GV(11/09/2025-11/16/2025),GV(11/02/2025-11/09/2025),SoROOS(%)(11/23/2025-11/30/2025)(%),SoROOS(%)(11/16/2025-11/23/2025)(%),SoROOS(%)(11/09/2025-11/16/2025)(%),SoROOS(%)(11/02/2025-11/09/2025)(%),Vendor Confirmation Rate - Sourceable(11/23/2025-11/30/2025)(%),Vendor Confirmation Rate - Sourceable(11/16/2025-11/23/2025)(%),Vendor Confirmation Rate - Sourceable(11/09/2025-11/16/2025)(%),Vendor Confirmation Rate - Sourceable(11/02/2025-11/09/2025)(%),Fill Rate - Sourceable(11/23/2025-11/30/2025)(%),Fill Rate - Sourceable(11/16/2025-11/23/2025)(%),Fill Rate - Sourceable(11/09/2025-11/16/2025)(%),Fill Rate - Sourceable(11/02/2025-11/09/2025)(%),SELLABLE_ON_HAND_UNITS(11/23/2025-11/30/2025),SELLABLE_ON_HAND_UNITS(11/16/2025-11/23/2025),SELLABLE_ON_HAND_UNITS(11/09/2025-11/16/2025),SELLABLE_ON_HAND_UNITS(11/02/2025-11/09/2025),Total GMM($)(11/23/2025-11/30/2025),Total GMM($)(11/16/2025-11/23/2025),Total GMM($)(11/09/2025-11/16/2025),Total GMM($)(11/02/2025-11/09/2025),Net Receipts($)(11/23/2025-11/30/2025),Net Receipts($)(11/16/2025-11/23/2025),Net Receipts($)(11/09/2025-11/16/2025),Net Receipts($)(11/02/2025-11/09/2025),Net Receipts (Units)(11/23/2025-11/30/2025),Net Receipts (Units)(11/16/2025-11/23/2025),Net Receipts (Units)(11/09/2025-11/16/2025),Net Receipts (Units)(11/02/2025-11/09/2025),CCOGS As A % Of PCOGS(11/23/2025-11/30/2025)(%),CCOGS As A % Of PCOGS(11/16/2025-11/23/2025)(%),CCOGS As A % Of PCOGS(11/09/2025-11/16/2025)(%),CCOGS As A % Of PCOGS(11/02/2025-11/09/2025)(%),PPM(11/23/2025-11/30/2025)(%),PPM(11/16/2025-11/23/2025)(%),PPM(11/09/2025-11/16/2025)(%),PPM(11/02/2025-11/09/2025)(%),External Box Price Competitiveness (% Of GV)(11/23/2025-11/30/2025)(%),External Box Price Competitiveness (% Of GV)(11/16/2025-11/23/2025)(%),External Box Price Competitiveness (% Of GV)(11/09/2025-11/16/2025)(%),External Box Price Competitiveness (% Of GV)(11/02/2025-11/09/2025)(%),Amzn GV(11/23/2025-11/30/2025),Amzn GV(11/16/2025-11/23/2025),Amzn GV(11/09/2025-11/16/2025),Amzn GV(11/02/2025-11/09/2025),Customer Returns($)(11/23/2025-11/30/2025),Customer Returns($)(11/16/2025-11/23/2025),Customer Returns($)(11/09/2025-11/16/2025),Customer Returns($)(11/02/2025-11/09/2025),Daily SoRoos%(11/23/2025-11/30/2025)(%),Daily SoRoos%(11/16/2025-11/23/2025)(%),Daily SoRoos%(11/09/2025-11/16/2025)(%),Daily SoRoos%(11/02/2025-11/09/2025)(%),Net Ordered Units(11/23/2025-11/30/2025),Net Ordered Units(11/16/2025-11/23/2025),Net Ordered Units(11/09/2025-11/16/2025),Net Ordered Units(11/02/2025-11/09/2025)
B0185S4KC2,Witor's,0.00,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0.00%,0.00%,0.00%,0.00%,1,4,10,13,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,8,8,8,8,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0
B0C9C2V6HK,Nabil,0.00,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,2,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0
B087GKYZB5,Carne Diem,0.00,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0.00%,0.00%,0.00%,0.00%,3,3,3,3,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0
B018W7M96U,UNKNOWN,0.00,0.00,0.00,0.00,0,0,6.92,6.93,0.00,0.00,6.92,6.93,0.00%,0.00%,5.81%,4.04%,0,0,0.41,0.29,0.00%,0.00%,36.36%,36.49%,0,1,1,5,0.00%,100.00%,0.00%,0.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,4,14,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00%,0.00%,23.00%,23.00%,0.00%,0.00%,17.36%,17.52%,0.00%,0.00%,0.00%,0.00%,0,0,1,5,0,0,0,0,0.00%,100.00%,0.00%,0.00%,0,0,1,1
B087GKXXHH,Lechao,0.00,0.00,4.70,4.70,0,0,4.70,4.70,0.00,0.00,4.70,4.70,0.00%,0.00%,(38.28)%,(38.40)%,0,0,-1.96,-1.86,0.00%,0.00%,30.01%,24.96%,5,7,9,3,100.00%,100.00%,77.78%,100.00%,0.00%,100.00%,0.00%,0.00%,0.00%,66.67%,0.00%,0.00%,0,0,1,0,0,0,0.00,0.00,0.00,0.00,4.27,4.27,0.00,0.00,1.00,1.00,0.00%,0.00%,23.00%,23.00%,0.00%,0.00%,9.10%,9.10%,0.00%,0.00%,0.00%,0.00%,5,7,9,3,0,0,0,0,100.00%,100.00%,77.78%,100.00%,0,0,1,0
B087GJJZST,Freakin' Healthy,0.00,0.00,2.77,2.77,0,0,53.88,74.09,0.00,0.00,3.37,3.37,0.00%,0.00%,(100.60)%,(110.08)%,0,0,-29.19,-48.22,0.00%,0.00%,9.97%,10.25%,20,9,12,33,75.00%,44.44%,50.00%,31.25%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,100.00%,0,6,29,44,0,0,0.00,0.00,0.00,0.00,75.41,75.41,0.00,0.00,20.00,20.00,0.00%,0.00%,24.07%,24.07%,0.00%,0.00%,(11.96)%,(11.96)%,100.00%,100.00%,75.00%,70.37%,19,8,10,30,0,0,0,0,75.00%,44.44%,50.00%,31.25%,3,-6,23,16
B087GMMV99,Lago,0.00,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0.00%,0.00%,0.00%,0.00%,3,1,0,1,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0
B087GJMN7S,Jewel Ring,0.00,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0
B087GMN5CC,Nabil,0.00,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0.00%,0.00%,0.00%,0.00%,6,9,6,12,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0
B087GJ963P,Darrys,0.00,3.67,0.00,0.00,0,3.67,0,0,0.00,3.67,0.00,0.00,0.00%,(21.20)%,0.00%,0.00%,0,-0.80,0,0,0.00%,9.12%,0.00%,0.00%,2,12,3,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,24,25,27,24,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0.00%,9.12%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,6,3,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,1,0,0
B0881MBQX3,Cici,0.00,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0.00%,0.00%,0.00%,0.00%,2,2,1,1,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0
B017DO6EE6,Guylian,0.00,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,2,0,3,0.00%,100.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0,0,0,0,0.00%,100.00%,0.00%,100.00%,0,0,0,0
B087GL5M3P,Alattar,0.00,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0.00%,0.00%,0.00%,0.00%,27,30,17,13,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0
B086X2Z5NV,Ulker,0.00,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,2,1,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0
B087GM4WSG,Alattar,0.00,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0.00%,0.00%,0.00%,0.00%,8,11,7,4,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0
B07JJKQSGL,Eti,0.00,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0.00%,0.00%,0.00%,0.00%,3,2,0,1,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0
B00LECA0A8,Jacquet,0.00,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,1,1,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0
B08XZ57G4L,UNKNOWN,0.00,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,8,8,8,8,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0
B006LISW1O,Guylian,0.00,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0.00%,0.00%,0.00%,0.00%,25,22,21,22,36.00%,40.91%,23.81%,18.18%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,100.00%,904,964,493,207,0,0.00,0,0.00,0.00,1089.01,0.00,1143.46,0.00,80.00,0.00,84.00,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,100.00%,100.00%,87.50%,0,0,0,0,0,0,0,0,36.00%,40.91%,23.81%,18.18%,0,0,0,0
B07ZJQN1KL,Colombina,0.00,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,-2,0
B087GJ9625,Freakin' Healthy,0.00,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,1,0,0,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,1,0,0,0,0,0,0,0.00%,100.00%,0.00%,0.00%,0,0,0,0
B0941H3RLR,Rhythm 108,0.00,2.41,2.41,2.41,0,14.47,21.71,26.53,0.00,2.41,2.41,2.41,0.00%,(7.99)%,(32.86)%,(32.71)%,0,-1.16,-7.27,-8.26,0.00%,26.61%,25.26%,27.90%,11,8,9,17,0.00%,0.00%,22.22%,0.00%,0.00%,100.00%,0.00%,100.00%,0.00%,86.67%,0.00%,100.00%,136,95,82,162,0,0.00,0.00,0.00,0.00,35.07,0.00,0.00,0.00,16.00,0.00,0.00,0.00%,23.00%,23.00%,23.00%,0.00%,9.14%,9.14%,9.14%,0.00%,0.00%,0.00%,0.00%,11,8,9,17,0,0,0,0,0.00%,0.00%,22.22%,0.00%,0,6,0,11
B087GN2438,Elvan,0.00,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0.00%,0.00%,0.00%,0.00%,3,1,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0
B0CHYCF2T4,McVITIE'S,0.00,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,1,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0
B087GNLVYT,Elvan,0.00,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,1,1,2,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0
B0881M229D,Eti,0.00,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,1,1,1,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0
B0DZDV3NY3,UNKNOWN,0.00,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0.00%,0.00%,0.00%,0.00%,1,2,1,2,0.00%,100.00%,100.00%,100.00%,100.00%,0.00%,0.00%,0.00%,96.00%,0.00%,0.00%,0.00%,40,42,0,0,0.00,0.00,0,0,0.00,4.90,0.00,0.00,0.00,12.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1,2,1,2,0,0,0,0,0.00%,100.00%,100.00%,100.00%,0,0,0,0
B087GJ1CTR,Cagla,0.00,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,8,8,8,8,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0
B0881MF1W5,Palazi,0.00,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0.00%,0.00%,0.00%,0.00%,1,0,1,3,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0
B087GJ682C,Freakin' Healthy,0.00,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,1,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0
B087GN5BMK,UNKNOWN,0.00,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0.00%,0.00%,0.00%,0.00%,3,2,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0
B0744LBM3R,Cagla,0.00,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0.00%,0.00%,0.00%,0.00%,11,5,11,7,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,8,8,8,8,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0
B0BMXTLJQP,DEEMAH,0.00,0.00,0.00,0.00,0,6.71,0,3.25,0.00,6.71,0.00,3.25,0.00%,26.78%,0.00%,(76.63)%,0,1.72,0,-2.76,0.00%,73.32%,0.00%,8.79%,14,31,72,44,57.14%,74.19%,18.06%,40.91%,100.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,73.24%,228,291,217,77,0,0.00,0.00,0.00,0.00,0.00,198.20,83.85,0.00,0.00,52.00,22.00,0.00%,70.64%,0.00%,23.00%,0.00%,43.23%,0.00%,(17.25)%,0.00%,0.00%,0.00%,0.00%,0,10,66,41,0,0,0,0,57.14%,74.19%,18.06%,40.91%,0,0,0,1
B003UDDL96,Kuhne,0.00,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0.00%,0.00%,0.00%,0.00%,1,0,4,2,100.00%,0.00%,100.00%,100.00%,0.00%,100.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,2,1,0,0,0,0,100.00%,0.00%,100.00%,100.00%,7,0,0,0
B0002J9OO2,Lago,0.00,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0.00%,0.00%,0.00%,0.00%,3,4,1,3,33.33%,100.00%,100.00%,100.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,100.00%,583,622,540,150,0,0,0,0,0.00,0.00,156.61,132.72,0.00,0.00,59.00,50.00,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,100.00%,100.00%,0,4,1,3,0,0,0,0,33.33%,100.00%,100.00%,100.00%,0,0,0,0
B07PKDF1RM,UNKNOWN,0.00,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0.00%,0.00%,0.00%,0.00%,1,0,2,3,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0,0
